Profile_URL,Name,Type,Area,Sale Contact,Description,latlong,Property ID,Floor Area,Land Area,Energy,Parking,Building Type,Annual Return,Availability,Category,LastUpdated,GalleryImage,Agents,,,,,,,,,,
https://www.commercialrealestate.com.au/property/leumeah-nsw-2560-2015847582,Leumeah NSW 2560,Showrooms / Bulky Goods,275 m²,"For Sale, Contact Agent","* A business unit for sale in a central location with multiple zoning options. | * Retail - Warehouse - Office, all permissible. | * Complex has excellent exposure to Campbelltown Road. | * 40 car spaces on site dedicated for customers. | * Separate driveway access for truck and container access to the rear of the unit. | * Total usable floor space is 275sqm, includes council approved mezzanine floor. | * Easy walk to Leumeah Railway Station. | * Currently leased until February 2020 offering an opportunity to invest or occupy. | * Vendor motivated to sell! Call us now to arrange an inspection. | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015847582,275 m²,Ask Agent,0-star NABERS Energy rating,40 x Onsite parkings,,Ask Agent,Vacant," Showrooms / Bulky Goods Factory, Warehouse & Industrial Offices",24-Feb-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015847582_1_1_200203_112926-w800-h600 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015847582_2_1_200203_112926-w800-h600 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015847582_3_1_200203_112926-w800-h600 | ",[Stefan Baudana : 0407 219 799 : https://www.commercialrealestate.com.au/real-estate-agents/raine-horne-commercial-liverpool-25033] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/1-newton-street-north-silverwater-nsw-2128-2015841305,1 Newton Street North Silverwater NSW 2128,"Factory, Warehouse & Industrial","53,170 m²",Tender,"Passing lease rental of $1.195m approx | 53,170sqm* land | Immediate proximity to M4 Motorway | CBRE is pleased to offer this rare parcel of land located in prime central west location at Lot 1 Newton Street North, Silverwater. | Property features include: | - 53,170sqm* site area | - Initial lease term of 20 years | - Immediate proximity to M4 Motorway | - Within 1km of Parramatta Road* | - Close proximity to Silverwater Road* | - Zoned IN1 General Industrial | For sale via Tender, closing: Wednesday, 18th March 2020 at 4pm (AEDT). | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015841305,"53,170 m²",5.32 ha,,On site parking available,Whole building,Ask Agent,Tenanted," Factory, Warehouse & Industrial Development / Land",27-Apr-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015841305_1_1_200120_014313-w1920-h1357 | ",[Michael O'Neill : 0431 500 939 : https://www.commercialrealestate.com.au/real-estate-agents/cbre-western-sydney-19883] | [Shaun Timbrell : 0433 302 979 : https://www.commercialrealestate.com.au/real-estate-agents/cbre-western-sydney-19883] | [Jason Edge : 0410 687 866 : https://www.commercialrealestate.com.au/real-estate-agents/cbre-western-sydney-19883] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/1-prime-drive-seven-hills-nsw-2147-2015838449,1 Prime Drive Seven Hills NSW 2147,"Factory, Warehouse & Industrial",51 - 636 m²,"For Sale, Starting From $289,950 + GST","1 Prime Drive is a modern industrial development located in Seven Hills. Perfectly positioned within close proximity to major transport routes including M2 and M7, these units range in size from 51m2 to 636m2. With prices starting from $289,950, 1 Prime Drive provides the ideal investment opportunity. | Providing quick access to Windsor Road and M2 motorway, the building is conveniently located near high profile tenants including Kennards Hire, Toshiba, Hitachi Power Tools and Bunnings. | The complex comprises of ground and upper floor units and are well suited to a range of mixed business uses. Convenient and secure parking is provided. | * Units starting from $289,950 + GST | * On site cafe | * Sizes from 51m2 to 636m2 | * Prominent corner position | * Units with mezzanine office space | * Various floor layouts available | * Opportunities available for investors as well as owner occupiers | * Ample car parking | * Internal height ranging from 5-7m | * Three-phase power, motorised roller doors and container access available | * Only a 5 min drive to M2, M7 Motorway | * NBN ready |  |  | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015838449,51 - 636 m²,Ask Agent,,Ask Agent,,Ask Agent,Vacant," Factory, Warehouse & Industrial Showrooms / Bulky Goods",20-May-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015797333_6_1_191022_123903-w1920-h1280 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015797333_5_1_191022_123903-w1920-h1280 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015838449_3_1_191101_091358-w749-h562 | ",[Alex Hezari : 0404 040 239 : https://www.commercialrealestate.com.au/real-estate-agents/taylor-nicholas-hills-19840] | [Nathan O'Brien : 0498 880 076 : https://www.commercialrealestate.com.au/real-estate-agents/taylor-nicholas-hills-19840] | [Simon Greenfield : 0498 880 067 : https://www.commercialrealestate.com.au/real-estate-agents/taylor-nicholas-hills-19840] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/453-the-boulvarde-kirrawee-nsw-2232-2015823365,453 The Boulvarde Kirrawee NSW 2232,"Factory, Warehouse & Industrial",34 m²,"For Sale, Contact Agent","Cooper Wilson Commercial is pleased to bring to market Space King Kirrawee, a boutique architecturally designed industrial complex comprising of Three (3) factory units with well-designed office and parking and Ten (10) mini warehouses with each unit having its own toilet and kitchenette. | The Complex is centrally positioned on The Boulevarde with easy access to the Princes Highway. | Space King is currently under construction with completion due in May 2020.. | 453 The Boulevarde - Space King Kirrawee | - Factory Units 140m2 to 189m2 | - Mini Warehouses 32m2 to 71m2 | - Each unit featuring their own amenities | - Centrally located with easy access to Princes Highway | - 20 minutes to Sydney Airport and 30min to CBD | - Solid brick construction |  |  |  |  | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015823365,34 m²,Ask Agent,0-star NABERS Energy rating,Ask Agent,,Ask Agent,Vacant," Factory, Warehouse & Industrial Offices Showrooms / Bulky Goods",21-Apr-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015823365_1_1_191029_015144-w6453-h4302 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015823365_1_1_191028_102014-w9370-h3644 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015823365_2_1_191028_102014-w3469-h2792 | ",[Mitch Pistola : 0425263929 : https://www.commercialrealestate.com.au/real-estate-agents/cooper-wilson-commercial-23399] | [Brett Cooper : 0409 848 833 : https://www.commercialrealestate.com.au/real-estate-agents/cooper-wilson-commercial-23399] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/48-waratah-street-kirrawee-nsw-2232-2015822890,48 Waratah Street Kirrawee NSW 2232,"Factory, Warehouse & Industrial","149 - 2,714 m²","For Sale, Please contact agent","Showrooms from 198m² to 263m² | Warehouses from 149m² to 297m² | Superior frontage to Waratah Street | Colliers International & LJ Hooker are pleased to bring to market 48 Waratah Street Kirrawee. A limited selection of astutely designed showrooms, warehouses and storage units. | The development offers the opportunity to acquire a premium showroom or warehouse unit in the thriving Sutherland Shire region as an owner occupier or ideal high performing investment. | Located 30 Kilometres south of Sydney CBD within the Kirrawee Industrial Precinct. Situated within minutes from the Princes Highway, Kirrawee Train Station, Westfield Miranda and the new South Village. | 48 Waratah Street sets the tone for the bustling Kirrawee business precinct which is already home to Tynan Motors, Dominelli Ford, Mazda and Bunnings. |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015822890,"149 - 2,714 m²",Ask Agent,,Ask Agent,,Ask Agent,Vacant," Factory, Warehouse & Industrial",9-Apr-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015822890_1_1_200409_045513-w1600-h900 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015822890_2_1_200409_045513-w1600-h900 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015822890_3_1_200409_045513-w1600-h1131 | ",[Trent Gallagher : +61 432 242 063 : https://www.commercialrealestate.com.au/real-estate-agents/colliers-international-sydney-south-19890] | [Edward McFarland : +61 401 868 376 : https://www.commercialrealestate.com.au/real-estate-agents/colliers-international-sydney-south-19890] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/6-tarlington-place-smithfield-nsw-2164-2015808896,6 Tarlington Place Smithfield NSW 2164,"Factory, Warehouse & Industrial","1,607 m²","For Sale, Contact Agent","High clearance warehouse | Access via multiple roller shutter doors | High power supply | JLL are pleased to present 6 Tarlington Place, Smithfield to the market for sale. | The property features: | Building area: 1,607sqm* | Site area: 2,283sqm* | Fully secure site | Access via three (3) roller shutter doors | Building height up to 9.4m* | Five (5) tonne gantry crane | Compressor lines throughout warehouse | Excellent natural light | Refurbished office/showroom accommodation is situated over two levels being carpeted, tiled, partitioned and air conditioned including ample amenities & lunchroom | High power supply 400amps* | Bonus additional mezzanine floor area of 188sqm* which has not been included in the quoted building area. | LED lights and 3-phase power outlets throughout warehouse | Alarm | Full height concrete panel walls and metal deck roof | Flexible IN1 General Industrial zoning which suits a wide range of users including warehousing and manufacturing etc. | Located within close proximity to the Great Western Highway, Cumberland Highway, M4 & M7 Motorways providing excellent Sydney wide and interstate access | Very rare opportunity for both owner occupiers and investors | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015808896,"1,607 m²","2,283 m²",,Ask Agent,,Ask Agent,Vacant," Factory, Warehouse & Industrial",2-Dec-19,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015808896_1_1_191024_123703-w1920-h1439 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015808896_2_1_191024_123703-w1920-h1281 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015808896_3_1_191024_123703-w1920-h1281 | ",[Matt Keeping : +61 414 429 134 : https://www.commercialrealestate.com.au/real-estate-agents/jll---parramatta-22857] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/yennora-nsw-2161-2015804815,Yennora NSW 2161,"Factory, Warehouse & Industrial","22,960 m²",Expressions of Interest,"IN MAJOR GROWTH CORRIDOR | MULTIPLE TENANCIES | INVESTORS | DEVELOPERS | OWNER-OCCUPIERS | Bawdens are pleased to present a significant IN1 Industrial Estate holding of 4.71 hectares comprising of two main warehouse buildings and a two-storey commercial building. | This outstanding industrial property is offered for sale via Expression of Interest. | Key features include: | - Leased investment with multiple tenancies | - Rare large industrial estate offering | - Income stream with 5-6-year WALE | - Three buildings; 12,619sqm, 8,583sqm and 1,758sqm | - Passing income $2,677,559 plus GST (S.T.N.) | - High clearance, sprinkled warehouse areas with awnings and | loading docks | - Huge power supply (provision for cranes) | - Drive around access, weighbridge | - Secured monitored site | - Four street entries/exists | - Favourable IN1 Zoning. | - Strategic tightly held industrial region | - Potential to significantly increase income flow | - Highly sought after Land Bank Opportunity | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015804815,"22,960 m²",4.71 ha,,125 x Onsite parkings,Whole building,Ask Agent,Tenanted," Factory, Warehouse & Industrial",9-Dec-19,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015804815_1_1_191209_021059-w4000-h3000 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015804815_1_1_191025_041650-w1600-h1200 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015804815_2_1_191025_041650-w4000-h3000 | ",[Victor Zerefos : 0296308000 : https://www.commercialrealestate.com.au/real-estate-agents/bawdens-industrial-11406] | [Barry Cawthorn : 0417288975 : https://www.commercialrealestate.com.au/real-estate-agents/bawdens-industrial-11406] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/5-5-gladstone-road-castle-hill-nsw-2154-2015804541,5/5 Gladstone Road Castle Hill NSW 2154,"Factory, Warehouse & Industrial",297 m²,"For Sale, $1,262,000","An excellent opportunity has presented to market to purchase a prime industrial office and warehouse in the very heart of the Castle Hill Trading Zone. | Corporate grade quality office with floor to ceiling glass. | High clearance warehouse with no columns. | Cool environment with concrete floor, wall and ceiling. | Office mezzanine over carpark for maximum height in warehouse. | All weather undercover warehouse entry. | Generous visitor spaces located directly adjacent to property. | Café onsite as well as multiple food options adjacent. | Located 50m off Victoria Avenue main thoroughfare. | Walking distance / 5 minute walk to Showground Road Station. | Lease Details |  |  |  |  |  |  | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015804541,297 m²,Ask Agent,,8 x Onsite parkings,,Ask Agent,Ask Agent," Factory, Warehouse & Industrial",22-Apr-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015804541_1_1_191023_034308-w1024-h684 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015804541_2_1_191023_034308-w1024-h683 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015804541_3_1_191023_034308-w1024-h684 | ",[Greg Langford : 0428 128 488 : https://www.commercialrealestate.com.au/real-estate-agents/bawdens-industrial-11406] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/32-birnie-avenue-lidcombe-nsw-2141-2015791964,32 Birnie Avenue Lidcombe NSW 2141,"Factory, Warehouse & Industrial","4,787 m²","For Sale, $15,500,000 (excl. GST)","Modern Freestanding Industrial Facility | 750m from the M4 and Parramatta Road | Zoned IN1 General Industrial | CBRE and GJS Property are pleased to offer for sale 32 Birnie Avenue, Lidcombe. | Key highlights include; | Total building area: 4,787sqm* | Total site area: 7,810sqm* | Flexible corporate office space | High clearance warehouse with access via 4 on-grade roller shutter doors | Within 18km* of Sydney CBD and 2km* of Sydney Markets | Large highly secure yard | 85+ onsite car spaces | Huge power supply | Container deployment areas | Gated with security fenced perimeter of the premises | Join neighbours including Rentokil, Hills, Mwave, Commonwealth Bank Australia, Booktopia and Synnex. | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015791964,"4,787 m²",Ask Agent,,On site parking available,Whole building,Ask Agent,Vacant," Factory, Warehouse & Industrial",6-Apr-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015791964_1_1_191021_125425-w1920-h1188 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015791964_3_1_191021_125425-w1920-h1280 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015791964_3_1_200405_104527-w800-h458 | ",[Michael O'Neill : 0431 500 939 : https://www.commercialrealestate.com.au/real-estate-agents/cbre-western-sydney-19883] | [Shaun Timbrell : 0433 302 979 : https://www.commercialrealestate.com.au/real-estate-agents/cbre-western-sydney-19883] | [Angus Grier : 0412 666 444 : null] | [ : 0412 999 091 : null] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/33-skinner-avenue-riverwood-nsw-2210-2015783325,33 Skinner Avenue Riverwood NSW 2210,"Factory, Warehouse & Industrial",484 m²,"For Sale, $1,999,999 + GST","They dont build them like this anymore, this freestanding Industrial powerhouse is one not to be missed. | Buy in one of the most sought after industrial precincts in Sydneys South West. Located just off Bonds Road in close proximity to Canterbury Road & The M5 Motorway. | Freestanding factories for sale are a rare find in todays market, 33 Skinner Ave benefits from a large 484m² approx. clear span floor space situated on a substantial 696m² approx. block. | The spacious secured front yard features a large double driveway to support easy access and maneuverability for trucks, cars and containers. |  |  |  |  | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015783325,484 m²,696 m²,,Ask Agent,,Ask Agent,Ask Agent," Factory, Warehouse & Industrial",1-May-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015783325_3_1_191018_061331-w2000-h1333 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015783325_1_1_191018_061331-w2000-h1371 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015783325_2_1_191018_061331-w2000-h1472 | ",[Ben Panayotopoulos : 0430 140 683 : https://www.commercialrealestate.com.au/real-estate-agents/commercial-property-group-11203] | [Mitchell Owen : 0401 451 889 : https://www.commercialrealestate.com.au/real-estate-agents/commercial-property-group-11203] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/3-64-oak-road-kirrawee-nsw-2232-2015782098,3/64 Oak Road Kirrawee NSW 2232,"Factory, Warehouse & Industrial",188 m²,"For Sale, Price on Application",* Industrial strata unit | * 4 car spaces | * gated complex | * High clearance | * North facing | * Level access | * Close to Princes Highway & Bunnings Warehouse | * Currently used as a mechanical warehouse | * Total Area: 188 sqm (approx). | View more,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015782098,188 m²,Ask Agent,,On site parking available,,Ask Agent,Ask Agent," Factory, Warehouse & Industrial",12-Dec-19,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015782098_1_1_191018_032325-w1920-h1440 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015782098_2_1_191018_032325-w1920-h1440 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015782098_3_1_191018_032325-w1920-h1440 | ",[Ben Steege : 0416 087 187 : https://www.commercialrealestate.com.au/real-estate-agents/lj-hooker-commercial-sutherland-shire-19722] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/233-kurrajong-road-prestons-nsw-2170-2015768738,233 Kurrajong Road Prestons NSW 2170,"Factory, Warehouse & Industrial","2,745 m²","For Sale, Please contact agent","2,745sqm total site area (approx.) | Great frontage to Kurrajong Road | Serviced land | 233 Kurrajong Road, Prestons is situated in a prime location offering outstanding exposure to Kurrajong Road. | The site is conveniently positioned less than 2 minutes drive to the M7/M5 interchange and within a short distance to Hoxton Park Road & Liverpool CBD. Sydney CBD is located 40 kilometers from the property and Port Botany is located approximately 35 kilometers away. | 2,745sqm total site area (approx.) | IN1 General Industrial zoning provides flexible uses such as recreation, hardware/building supplies, places of worship etc (STCA) that other industrial zonings dont offer. | Serviced land | Great frontage to Kurrajong Road | Private road access via slip lane from Kurrajong Road | Surrounded by brand new quality developments | Concept/CDC plans available on request | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015768738,"2,745 m²","2,745 m²",,Ask Agent,,Ask Agent,Vacant," Factory, Warehouse & Industrial",26-Feb-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015768738_1_1_200127_112457-w1600-h1236 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015768738_1_1_200127_112457-w1600-h1236 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015768738_1_1_200127_112457-w1600-h1236 | ",[Rino Gazzera : +61 430 341 220 : https://www.commercialrealestate.com.au/real-estate-agents/colliers-international-sydney-south-west-19820] | [Fab Dalfonso : 0412 549 766 : https://www.commercialrealestate.com.au/real-estate-agents/colliers-international-sydney-south-west-19820] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/8-jullian-close-pagewood-nsw-2035-2015763811,8 Jullian Close Pagewood NSW 2035,"Factory, Warehouse & Industrial",270 m²,"For Sale, Contact agent","Vacant possession | Low vacancy in the estate | Motivated seller | Available now to purchase is 270sq m* of brand new, high-stud warehousing with full amenities. The office space is fully carpeted with air-conditioning and great natural lighting. | The property provides immediate access to both Port Botany and Sydney Airport, as well as great connection to the CBD. | Key features include: | - 270sq m* industrial unit | - Large motorised roller door | - Toilet, shower, kitchenette and air-conditioning | - Great truck access | - Expected net rental of $80,000* | - Central location to the Airport and Port, plus immediate access to arterial roads | - Two on-site car parking spaces | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015763811,270 m²,Ask Agent,,2 x Onsite parkings,Whole building,Ask Agent,Vacant," Factory, Warehouse & Industrial",9-Mar-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015763811_1_1_191015_041911-w1920-h1440 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015763811_2_1_191015_041911-w1920-h1439 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015763811_3_1_191015_041911-w1920-h1439 | ",[Jake Savery : 0403 223 259 : https://www.commercialrealestate.com.au/real-estate-agents/savills-south-sydney-32215] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/1-2-126-hamilton-street-riverstone-nsw-2765-2015755505,1-2/126 HAMILTON STREET Riverstone NSW 2765,"Factory, Warehouse & Industrial","1,029 m²","For Sale, Rent: $123,480 pa net+ GST | Sale: $2,800,000+ GST","Building area of 1,029sqm | Corporate office fitout | Five roller doors | Outstanding opportunity to secure two (2) separate units currently configured as one unit, within the sought-after Riverstone Industrial Precinct. | Features Include: | * Twelve (12) allocated car spaces inc. undercover parking. | * Total combined warehouse area of 681sqm which can be subdivided | * Access via five (5) on-grade roller door entries | * Internal clearance up to 7.7metres. | * Unit 1 only includes 348sqm of premium office space comprising of: Ground floor reception, meeting rooms, mezzanine executive offices, boardroom, kitchenette and open plan work space. | * Secured Site | * Suitable for a variety of users (STCA) | * Polished reception area. | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015755505,"1,029 m²",Ask Agent,,12 x Onsite parkings,,Ask Agent,Tenanted," Factory, Warehouse & Industrial",28-May-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015755505_1_1_200528_023620-w1800-h1200 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015755505_2_1_200528_023620-w1800-h1200 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015755505_3_1_200528_023620-w1800-h1200 | ",[Robert Ally : 0413758658 : https://www.commercialrealestate.com.au/real-estate-agents/bawdens-industrial-11406] | [Bawdens Industrial . : 02 9630 8000 : https://www.commercialrealestate.com.au/real-estate-agents/bawdens-industrial-11406] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/banksmeadow-nsw-2019-2015737107,Banksmeadow NSW 2019,"Factory, Warehouse & Industrial",271 m²,"For Sale, POA","Brand-new Street Front industrial Unit. | Excellent truck access and high clearance/clear span warehousing. | Located around the corner from Bunnings, Westfield Eastgardens Shopping Centre providing easy access to the M1 and M5 Motorways and is within close proximity to Port Botany and Sydney Airport. | - High clearance warehouse. | - Office with air conditioning and carpet. | -3 phase power. | -2 allocated car spaces. | For further details please contact. | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2015737107,271 m²,Ask Agent,,2 x Onsite parkings,,Ask Agent,Ask Agent," Factory, Warehouse & Industrial",2-Dec-19,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015329172_1_1_190623_115304-w640-h480 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2015329172_2_1_190623_115304-w640-h480 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F13176852_4_1_190508_052127-w640-h480 | ",[Felix Lev : 0406 073 389 : https://www.commercialrealestate.com.au/real-estate-agents/sqm-real-estate-11202] | ,,,,,,,,,,
